ID,TextID,Description,Objectives,ObjectiveOperation,,
7178,GUILD_STEP_FLEET_SPEEDER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_3,AND,,
7179,GUILD_STEP_FLEET_ENFORCER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_3,AND,,
7180,GUILD_STEP_FLEET_DEFENDER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_3,AND,,
7181,GUILD_STEP_FLEET_SHOOTER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_4,AND,,
7182,GUILD_STEP_FLEET_FIXER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_4,AND,,
7183,GUILD_STEP_FLEET_SPEEDER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_4,AND,,
7184,GUILD_STEP_FLEET_ENFORCER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_4,AND,,
7185,GUILD_STEP_FLEET_DEFENDER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_4,AND,,
7186,GUILD_STEP_FLEET_SHOOTER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_5,AND,,
7187,GUILD_STEP_FLEET_FIXER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_5,AND,,
7188,GUILD_STEP_FLEET_SPEEDER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_5,AND,,
7189,GUILD_STEP_FLEET_ENFORCER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_5,AND,,
7190,GUILD_STEP_FLEET_DEFENDER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_5,AND,,
7191,GUILD_STEP_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_1,AND,,
7192,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_1,AND,,
7193,GUILD_STEP_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_1,AND,,
7194,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_1,AND,,
7195,GUILD_STEP_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_1,AND,,
7196,GUILD_STEP_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_1,AND,,
7197,GUILD_STEP_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_1,AND,,
7198,GUILD_STEP_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_1,AND,,
7199,GUILD_STEP_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_1,AND,,
7200,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_1,AND,,
7201,GUILD_STEP_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_1,AND,,
7202,GUILD_STEP_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_1,AND,,
7203,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_1,AND,,
7204,GUILD_STEP_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_1,AND,,
7205,GUILD_STEP_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_1,AND,,
7206,GUILD_STEP_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_1,AND,,
7207,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_1,AND,,
7208,GUILD_STEP_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_1,AND,,
7209,GUILD_STEP_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_1,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_1,AND,,
7210,GUILD_STEP_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_2,AND,,
7211,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_2,AND,,
7212,GUILD_STEP_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_2,AND,,
7213,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_2,AND,,
7214,GUILD_STEP_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_2,AND,,
7215,GUILD_STEP_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_2,AND,,
7216,GUILD_STEP_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_2,AND,,
7217,GUILD_STEP_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_2,AND,,
7218,GUILD_STEP_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_2,AND,,
7219,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_2,AND,,
7220,GUILD_STEP_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_2,AND,,
7221,GUILD_STEP_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_2,AND,,
7222,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_2,AND,,
7223,GUILD_STEP_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_2,AND,,
7224,GUILD_STEP_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_2,AND,,
7225,GUILD_STEP_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_2,AND,,
7226,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_2,AND,,
7227,GUILD_STEP_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_2,AND,,
7228,GUILD_STEP_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_2,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_2,AND,,
7229,GUILD_STEP_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_3,AND,,
7230,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_3,AND,,
7231,GUILD_STEP_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_3,AND,,
7232,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_3,AND,,
7233,GUILD_STEP_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_3,AND,,
7234,GUILD_STEP_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_3,AND,,
7235,GUILD_STEP_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_3,AND,,
7236,GUILD_STEP_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_3,AND,,
7237,GUILD_STEP_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_3,AND,,
7238,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_3,AND,,
7239,GUILD_STEP_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_3,AND,,
7240,GUILD_STEP_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_3,AND,,
7241,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_3,AND,,
7242,GUILD_STEP_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_3,AND,,
7243,GUILD_STEP_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_3,AND,,
7244,GUILD_STEP_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_3,AND,,
7245,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_3,AND,,
7246,GUILD_STEP_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_3,AND,,
7247,GUILD_STEP_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_3,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_3,AND,,
7248,GUILD_STEP_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_4,AND,,
7249,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_4,AND,,
7250,GUILD_STEP_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_4,AND,,
7251,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_4,AND,,
7252,GUILD_STEP_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_4,AND,,
7253,GUILD_STEP_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_4,AND,,
7254,GUILD_STEP_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_4,AND,,
7255,GUILD_STEP_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_4,AND,,
7256,GUILD_STEP_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_4,AND,,
7257,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_4,AND,,
7258,GUILD_STEP_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_4,AND,,
7259,GUILD_STEP_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,AND,,
7260,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_4,AND,,
7261,GUILD_STEP_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_4,AND,,
7262,GUILD_STEP_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_4,AND,,
7263,GUILD_STEP_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_4,AND,,
7264,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_4,AND,,
7265,GUILD_STEP_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,AND,,
7266,GUILD_STEP_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_4,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_4,AND,,
7267,GUILD_STEP_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_5,AND,,
7268,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_5,AND,,
7269,GUILD_STEP_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_5,AND,,
7270,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_5,AND,,
7271,GUILD_STEP_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_5,AND,,
7272,GUILD_STEP_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_5,AND,,
7273,GUILD_STEP_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_5,AND,,
7274,GUILD_STEP_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_5,AND,,
7275,GUILD_STEP_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_5,AND,,
7276,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_5,AND,,
7277,GUILD_STEP_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,AND,,
7278,GUILD_STEP_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,AND,,
7279,GUILD_STEP_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_5,AND,,
7280,GUILD_STEP_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_5,AND,,
7281,GUILD_STEP_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_5,AND,,
7282,GUILD_STEP_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_5,AND,,
7283,GUILD_STEP_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_5,AND,,
7284,GUILD_STEP_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,AND,,
7285,GUILD_STEP_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_5,QUEST_STEP_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_5,AND,,
7286,GUILD_STEP2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_1,AND,,
7287,GUILD_STEP2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_2,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_2,AND,,
