ID,TextID,Description,Count,Trigger,Condition,ConditionValue,ConditionName,BonusCondition,BonusConditionValue,BonusMultiplier,Reward,RequiresWin,RequiresGuildFleet,GuildFleetBonus
7099,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7100,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7101,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7102,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7103,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7104,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7105,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7106,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7107,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7108,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7109,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7110,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7111,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7112,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7113,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7114,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7115,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7116,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7117,GUILD_OBJECTIVE_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_WIN_BATTLES,2700,WIN,,,,,,,,,0,2
7118,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS,3240,DESTROY_SHIP,,,,,,,,-1,0,2
7119,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_5,QUEST_OBJECTIVE_DEAL_DAMAGE,15600000,DAMAGE,,,,,,,,-1,0,2
7120,GUILD_OBJECTIVE_HEAL_DIFFICULTY_5,QUEST_OBJECTIVE_HEAL,6000000,HEAL,,,,,,,,-1,0,2
7121,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_5,QUEST_OBJECTIVE_EARN_BATTLESTARS,6400,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,0,2
7122,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_SHIP_WIN,1200,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,0,2
7123,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_SHIP_WIN,1200,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,0,2
7124,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_SHIP_WIN,1200,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,0,2
7125,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_SHIP_WIN,1200,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,0,2
7126,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_SHIP_WIN,1200,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,0,2
7127,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7128,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7129,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7130,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7131,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7132,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7133,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7134,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7135,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7136,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7137,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7138,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7139,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7140,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7141,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7142,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7143,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7144,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7145,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,864,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7146,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_DESTROY_SHIPS,20,DESTROY_SHIP,,,,,,,,-1,-1,2
7147,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_DESTROY_SHIPS,60,DESTROY_SHIP,,,,,,,,-1,-1,2
7148,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_DESTROY_SHIPS,180,DESTROY_SHIP,,,,,,,,-1,-1,2
7149,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_DESTROY_SHIPS,540,DESTROY_SHIP,,,,,,,,-1,-1,2
7150,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_DESTROY_SHIPS,2160,DESTROY_SHIP,,,,,,,,-1,-1,2
7151,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_WIN_BATTLES,25,WIN,,,,,,,,,-1,2
7152,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_WIN_BATTLES,75,WIN,,,,,,,,,-1,2
7153,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_WIN_BATTLES,225,WIN,,,,,,,,,-1,2
7154,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_WIN_BATTLES,675,WIN,,,,,,,,,-1,2
7155,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_WIN_BATTLES,2700,WIN,,,,,,,,,-1,2
7156,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_DEAL_DAMAGE,50000,DAMAGE,,,,,,,,-1,-1,2
7157,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_DEAL_DAMAGE,150000,DAMAGE,,,,,,,,-1,-1,2
7158,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_DEAL_DAMAGE,600000,DAMAGE,,,,,,,,-1,-1,2
7159,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_DEAL_DAMAGE,2400000,DAMAGE,,,,,,,,-1,-1,2
7160,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_DEAL_DAMAGE,12000000,DAMAGE,,,,,,,,-1,-1,2
7161,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_EARN_BATTLESTARS,40,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,-1,2
7162,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_EARN_BATTLESTARS,120,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,-1,2
7163,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_EARN_BATTLESTARS,360,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,-1,2
7164,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_EARN_BATTLESTARS,1080,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,-1,2
7165,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_EARN_BATTLESTARS,4320,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,-1,2
7166,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_SHIP_WIN,10,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,-1,2
7167,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_SHIP_WIN,10,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,-1,2
7168,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_SHIP_WIN,10,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,-1,2
7169,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_SHIP_WIN,10,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,-1,2
7170,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_FLEET_SHIP_WIN,10,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,-1,2
7171,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_SHIP_WIN,24,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,-1,2
7172,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_SHIP_WIN,24,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,-1,2
7173,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_SHIP_WIN,24,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,-1,2
7174,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_SHIP_WIN,24,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,-1,2
7175,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_FLEET_SHIP_WIN,24,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,-1,2
7176,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_SHIP_WIN,72,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,-1,2
7177,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_SHIP_WIN,72,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,-1,2
7178,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_SHIP_WIN,72,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,-1,2
7179,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_SHIP_WIN,72,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,-1,2
7180,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_FLEET_SHIP_WIN,72,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,-1,2
7181,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_SHIP_WIN,216,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,-1,2
7182,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_SHIP_WIN,216,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,-1,2
7183,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_SHIP_WIN,216,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,-1,2
7184,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_SHIP_WIN,216,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,-1,2
7185,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_FLEET_SHIP_WIN,216,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,-1,2
7186,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_SHIP_WIN,864,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,-1,2
7187,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_SHIP_WIN,864,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,-1,2
7188,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_SHIP_WIN,864,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,-1,2
7189,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_SHIP_WIN,864,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,-1,2
7190,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_5,QUEST_OBJECTIVE_FLEET_SHIP_WIN,864,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,-1,2
7191,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7192,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7193,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7194,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7195,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7196,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7197,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7198,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7199,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7200,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7201,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7202,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7203,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7204,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7205,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7206,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7207,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7208,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7209,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,30000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7210,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
