ID,IDText,SkillGroupName,SkillGroup,Description,EffectGroup,Attribute,AttributeValue,AttributeOperation,AttributeValueFormat,ShowValueAsPercentage,Type,TypeID,Scope,BuffSource,BuffContributionMultiplier,,,
573,PERK_EVENT_WEAPON_DMG_SHIP_HP_80,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
574,PERK_EVENT_REPAIR_BOX_CRIT_1,ITEM_HEALTH_PACK,HEALTH_PACK,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.025,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
575,PERK_EVENT_REPAIR_BOX_CRIT_2,ITEM_HEALTH_PACK,HEALTH_PACK,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.05,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
576,PERK_EVENT_REPAIR_BOX_CRIT_3,ITEM_HEALTH_PACK,HEALTH_PACK,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.075,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
577,PERK_EVENT_REPAIR_BOX_CRIT_4,ITEM_HEALTH_PACK,HEALTH_PACK,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.1,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
578,PERK_EVENT_MORTAR_COOLDOWN_1,GROUP_MORTAR,MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
579,PERK_EVENT_MORTAR_COOLDOWN_2,GROUP_MORTAR,MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
580,PERK_EVENT_MORTAR_COOLDOWN_3,GROUP_MORTAR,MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
581,PERK_EVENT_MORTAR_COOLDOWN_4,GROUP_MORTAR,MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
582,PERK_EVENT_REPAIR_BOLT_PROJ_SPEED_1,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
583,PERK_EVENT_REPAIR_BOLT_PROJ_SPEED_2,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
584,PERK_EVENT_REPAIR_BOLT_PROJ_SPEED_3,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
585,PERK_EVENT_REPAIR_BOLT_INVULNERABLILITY_1,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,PERK_DESC_INVULNERABILITY,,,0.1,,,-1,EFFECT,RAPAIR_BOLD_EFFECT_INVINCIBILITY_1,THIS_ITEM,,,,,
586,PERK_EVENT_REPAIR_BOLT_INVULNERABLILITY_2,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,PERK_DESC_INVULNERABILITY,,,0.15,,,-1,EFFECT,RAPAIR_BOLD_EFFECT_INVINCIBILITY_2,THIS_ITEM,,,,,
587,PERK_EVENT_REPAIR_BOLT_INVULNERABLILITY_3,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,PERK_DESC_INVULNERABILITY,,,0.2,,,-1,EFFECT,RAPAIR_BOLD_EFFECT_INVINCIBILITY_3,THIS_ITEM,,,,,
588,PERK_EVENT_REPAIR_BOLT_INVULNERABLILITY_4,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,PERK_DESC_INVULNERABILITY,,,0.25,,,-1,EFFECT,RAPAIR_BOLD_EFFECT_INVINCIBILITY_4,THIS_ITEM,,,,,
589,PERK_EVENT_TORPEDO_COOLDOWN_1,GROUP_TORPEDO,TORPEDO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
590,PERK_EVENT_TORPEDO_COOLDOWN_2,GROUP_TORPEDO,TORPEDO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
591,PERK_EVENT_TORPEDO_COOLDOWN_3,GROUP_TORPEDO,TORPEDO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
592,PERK_EVENT_TORPEDO_COOLDOWN_4,GROUP_TORPEDO,TORPEDO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
593,GLOBAL_BUFF_ITEM_COOLDOWN_50,GROUP_ALL_ITEMS,ACTIVE_ITEM,,,COOLDOWN,-0.5,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
594,GLOBAL_BUFF_TURRET_SPEED_X10,GROUP_ALL_SHIPS,SHIP,,,TURRET_ANGULAR_VELOCITY,10,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
595,GLOBAL_BUFF_PROJECTILE_SPEED_X10,GROUP_ALL_ITEMS,ACTIVE_ITEM,,,PROJECTILE_SPEED,10,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
596,GLOBAL_BUFF_SHIP_HITPOINTS_50,GROUP_ALL_ITEMS,SHIP,,,HIT_POINTS,0.5,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
597,GLOBAL_BUFF_PROJECTILE_SPEED_MINUS_90,GROUP_ALL_ITEMS,ACTIVE_ITEM,,,PROJECTILE_SPEED,-0.9,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
598,GLOBAL_BUFF_TURRET_SPEED_0,GROUP_ALL_SHIPS,SHIP,,,TURRET_ANGULAR_VELOCITY,-1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
599,GLOBAL_BUFF_WEAPON_DAMAGE_X2,GROUP_DAMAGE_ITEMS,WEAPON,,,BASE_VALUE,1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
600,GLOBAL_BUFF_SHIP_SPEED_X10,GROUP_ALL_SHIPS,SHIP,,,SPEED,10,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
601,GLOBAL_BUFF_FLIGHT_TIME_X10,GROUP_ALL_ITEMS,ACTIVE_ITEM,,,FLIGHT_TIME,-10,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,SELF,,,,,
602,GLOBAL_BUFF_SHIP_SPEED_20,GROUP_ALL_SHIPS,SHIP,,,SPEED,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
603,GLOBAL_BUFF_TURRET_SPEED_20,GROUP_ALL_SHIPS,SHIP,,,TURRET_ANGULAR_VELOCITY,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
604,GLOBAL_BUFF_ITEM_COOLDOWN_20,GROUP_ALL_ITEMS,ACTIVE_ITEM,,,COOLDOWN,-0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
605,GLOBAL_BUFF_SHIP_TURNING_20,GROUP_ALL_SHIPS,SHIP,,,AGILITY,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
607,GLOBAL_BUFF_SHIP_MAX_SPEED_20,GROUP_ALL_SHIPS,SHIP,,,MAX_SPEED,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
608,GLOBAL_BUFF_NITRO_EFFECT_MINUS_20,ITEM_SPEED_NITRO,NITRO,,,BASE_VALUE,-0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
609,GLOBAL_BUFF_SHIP_MAX_SPEED_X10,GROUP_ALL_SHIPS,SHIP,,,MAX_SPEED,10,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
610,GLOBAL_BUFF_MINE_DURATION_MINUS_80,GROUP_MINE,MINE,,MINE_DURATION,DURATION,-0.8,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
611,PERK_EVENT_RUDDER_SHIP_HP_40,ITEM_RUDDER_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
612,PERK_EVENT_RUDDER_SHIP_HP_80,ITEM_RUDDER_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
613,PERK_EVENT_RUDDER_SHIP_HP_120,ITEM_RUDDER_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,120,ADDITIVE,,0,STAT,,SELF,,,,,
614,PERK_EVENT_RUDDER_SHIP_HP_160,ITEM_RUDDER_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,160,ADDITIVE,,0,STAT,,SELF,,,,,
615,PERK_EVENT_SPEED_SHIP_HP_40,ITEM_SPEED_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
616,PERK_EVENT_SPEED_SHIP_HP_80,ITEM_SPEED_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
617,PERK_EVENT_SPEED_SHIP_HP_120,ITEM_SPEED_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,120,ADDITIVE,,0,STAT,,SELF,,,,,
618,PERK_EVENT_SPEED_SHIP_HP_160,ITEM_SPEED_PASSIVE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,160,ADDITIVE,,0,STAT,,SELF,,,,,
619,PERK_EVENT_GEAR_LUBE_SHIP_HP_40,ITEM_GEAR_LUBE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
620,PERK_EVENT_GEAR_LUBE_SHIP_HP_80,ITEM_GEAR_LUBE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
621,PERK_EVENT_GEAR_LUBE_SHIP_HP_120,ITEM_GEAR_LUBE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,120,ADDITIVE,,0,STAT,,SELF,,,,,
622,PERK_EVENT_GEAR_LUBE_SHIP_HP_160,ITEM_GEAR_LUBE,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,160,ADDITIVE,,0,STAT,,SELF,,,,,
623,PERK_EVENT_CANNON_RANGE_M_5,GROUP_CANNON,CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
624,PERK_EVENT_CANNON_RANGE_M_8,GROUP_CANNON,CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
625,PERK_EVENT_CANNON_RANGE_M_10,GROUP_CANNON,CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
626,PERK_EVENT_CANNON_RANGE_M_12,GROUP_CANNON,CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
627,PERK_EVENT_SNIPER_CANNON_STUN_10,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_STUN_CHANCE,,,0.1,,,-1,EFFECT,SNIPER_CANNON_STUN_CHANCE_1,THIS_ITEM,,,,,
628,PERK_EVENT_SNIPER_CANNON_STUN_15,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_STUN_CHANCE,,,0.15,,,-1,EFFECT,SNIPER_CANNON_STUN_CHANCE_2,THIS_ITEM,,,,,
629,PERK_EVENT_SNIPER_CANNON_STUN_20,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_STUN_CHANCE,,,0.2,,,-1,EFFECT,SNIPER_CANNON_STUN_CHANCE_3,THIS_ITEM,,,,,
630,PERK_EVENT_SNIPER_CANNON_STUN_25,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_STUN_CHANCE,,,0.25,,,-1,EFFECT,SNIPER_CANNON_STUN_CHANCE_4,THIS_ITEM,,,,,
631,PERK_EVENT_NITRO_INVULNERABLILITY_1,ITEM_SPEED_NITRO,NITRO,PERK_DESC_INVULNERABILITY,,,0.1,,,-1,EFFECT,NITRO_EFFECT_INVINCIBILITY_1,SELF,,,,,
632,PERK_EVENT_NITRO_INVULNERABLILITY_2,ITEM_SPEED_NITRO,NITRO,PERK_DESC_INVULNERABILITY,,,0.15,,,-1,EFFECT,NITRO_EFFECT_INVINCIBILITY_2,SELF,,,,,
633,PERK_EVENT_NITRO_INVULNERABLILITY_3,ITEM_SPEED_NITRO,NITRO,PERK_DESC_INVULNERABILITY,,,0.2,,,-1,EFFECT,NITRO_EFFECT_INVINCIBILITY_3,SELF,,,,,
634,PERK_EVENT_NITRO_INVULNERABLILITY_4,ITEM_SPEED_NITRO,NITRO,PERK_DESC_INVULNERABILITY,,,0.25,,,-1,EFFECT,NITRO_EFFECT_INVINCIBILITY_4,SELF,,,,,
635,PERK_EVENT_TESLA_SHIELD_HITPOINTS_1,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,15,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
636,PERK_EVENT_TESLA_SHIELD_HITPOINTS_2,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,30,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
637,PERK_EVENT_TESLA_SHIELD_HITPOINTS_3,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,60,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
638,PERK_EVENT_TESLA_SHIELD_HITPOINTS_4,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,75,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
639,PERK_EVENT_TESLA_STUN_SPEED_1,ITEM_TESLA_BOLT,TESLA_BOLT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
640,PERK_EVENT_TESLA_STUN_SPEED_2,ITEM_TESLA_BOLT,TESLA_BOLT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
641,PERK_EVENT_TESLA_STUN_SPEED_3,ITEM_TESLA_BOLT,TESLA_BOLT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
642,PERK_EVENT_TESLA_STUN_SPEED_4,ITEM_TESLA_BOLT,TESLA_BOLT,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.13,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
643,PERK_EVENT_SHIELD_DEFENCE_1,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,5,ADDITIVE,,0,STAT,,SELF,,,,,
644,PERK_EVENT_SHIELD_DEFENCE_2,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,7,ADDITIVE,,0,STAT,,SELF,,,,,
645,PERK_EVENT_SHIELD_DEFENCE_3,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,9,ADDITIVE,,0,STAT,,SELF,,,,,
646,PERK_EVENT_SHIELD_DEFENCE_4,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,12,ADDITIVE,,0,STAT,,SELF,,,,,
647,PERK_CANNON_DAMAGE_1,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.035,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
648,PERK_CANNON_DAMAGE_2,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
649,PERK_CANNON_DAMAGE_3,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.065,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
650,PERK_CANNON_DAMAGE_4,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
651,PERK_GRENADE_GRENADE_DAMAGE_1,GROUP_GRENADE,GRENADE,PERK_DESC_DAMAGE,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
652,PERK_GRENADE_GRENADE_DAMAGE_2,GROUP_GRENADE,GRENADE,PERK_DESC_DAMAGE,,BASE_VALUE,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
653,PERK_GRENADE_GRENADE_DAMAGE_3,GROUP_GRENADE,GRENADE,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
654,PERK_GRENADE_GRENADE_DAMAGE_4,GROUP_GRENADE,GRENADE,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
655,PERK_SNIPER_CANNON_DAMAGE_1,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
656,PERK_SNIPER_CANNON_DAMAGE_2,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
657,PERK_SNIPER_CANNON_DAMAGE_3,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
658,PERK_SNIPER_CANNON_DAMAGE_4,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
659,PERK_PULSE_HEALING_INCREASE_1,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
660,PERK_PULSE_HEALING_INCREASE_2,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
661,PERK_PULSE_HEALING_INCREASE_3,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
662,PERK_PULSE_HEALING_INCREASE_4,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
663,GLOBAL_BUFF_WEAPON_COOLDOWN_MINUS_80,GROUP_DAMAGE_ITEMS,WEAPON,,,COOLDOWN,-0.8,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
664,GLOBAL_BUFF_WEAPON_DAMAGE_MINUS_80,GROUP_DAMAGE_ITEMS,WEAPON,,,BASE_VALUE,-0.8,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
665,EVENT_PERK_MORTAR_DAMAGE_1,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.015,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
666,EVENT_PERK_MORTAR_DAMAGE_2,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
667,EVENT_PERK_MORTAR_DAMAGE_3,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
668,EVENT_PERK_MORTAR_DAMAGE_4,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
669,EVENT_PERK_TORPEDO_SPEED_1,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
670,EVENT_PERK_TORPEDO_SPEED_2,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
671,EVENT_PERK_TORPEDO_SPEED_3,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
672,EVENT_PERK_TORPEDO_SPEED_4,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
673,EVENT_PERK_TRIPLE_TORPEDO_DAMAGE_R2,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
674,EVENT_PERK_TRIPLE_TORPEDO_DAMAGE_R3,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
675,EVENT_PERK_TRIPLE_TORPEDO_DAMAGE_R4,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
676,GLOBAL_BUFF_TURRET_SPEED_X3,GROUP_ALL_SHIPS,SHIP,,,TURRET_ANGULAR_VELOCITY,3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
677,GLOBAL_BUFF_SHIP_TURNING_X3,GROUP_ALL_SHIPS,SHIP,,,AGILITY,3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
678,MINIGUN_RANGE_M_5,ITEM_MINIGUN,MINIGUN,,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
679,MINIGUN_DAMAGE_A_2,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,2,ADDITIVE,,0,STAT,,SELF,,,,,
680,MINIGUN_DAMAGE_A_4,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,4,ADDITIVE,,0,STAT,,SELF,,,,,
681,MINIGUN_DAMAGE_M_5,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
682,MINIGUN_DAMAGE_M_10,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
683,MINIGUN_COOLDOWN_M_10,ITEM_MINIGUN,MINIGUN,,,COOLDOWN,-0.15,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
684,PERK_MINIGUN_DAMAGE_R2,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
685,PERK_MINIGUN_DAMAGE_R3,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
686,PERK_MINIGUN_DAMAGE_R4,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
687,PERK_MINIGUN_DAMAGE_R5,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
688,PERK_MINIGUN_COOLDOWN_R2,ITEM_MINIGUN,MINIGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
689,PERK_MINIGUN_COOLDOWN_R3,ITEM_MINIGUN,MINIGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
690,PERK_MINIGUN_COOLDOWN_R4,ITEM_MINIGUN,MINIGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
691,PERK_MINIGUN_COOLDOWN_R5,ITEM_MINIGUN,MINIGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
692,PERK_MINIGUN_DAMAGE_TO_BURNING_R2,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.045,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
693,PERK_MINIGUN_DAMAGE_TO_BURNING_R3,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.09,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
694,PERK_MINIGUN_DAMAGE_TO_BURNING_R4,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.12,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
695,PERK_MINIGUN_DAMAGE_TO_BURNING_R5,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.15,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
696,GLOBAL_BUFF_FIRE_DURATION_30,GROUP_FIRE_ITEMS,FIRE,,BURNING,DURATION,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
697,PERK_EVENT_FLARE_GUN_SPEED_M_5,ITEM_FLARE_GUN,FLARE_GUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
